property_ID,Listing_ID,price,baths_half,baths_full,baths,beds,size_in_sqft,lot_size_in_sqft,prop_type,prop_sub_type,city,Line,postal_code,lat,lon,neighborhood_name,Listing_Url,thumbnail,LatLong,Num_bars,Mean_Rating_bars,Mean_PriceLevel_bars,Top_5_Rated_bars,Num_restaurants,Mean_Rating_restaurants,Mean_PriceLevel_restaurants,Top_5_Rated_restaurants
M6158284959,2921307419,1225000,1.0,3.0,4,3.0,3339.0,5395.0,single_family,,Arlington,2112 S Knoll St,22202,38.854795,-77.066176,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/2112-S-Knoll-St_Arlington_VA_22202_M61582-84959,https://ap.rdcpix.com/42c922449755c232dbba6325a86bb726l-m1977489406x.jpg,"38.854795,-77.066176",29.0,4.075000000000001,2.0,Lobbibar; Freddie's Beach Bar & Restaurant; Basin Barroom; Bonefish Grill; Bowlero Arlington,96.0,4.022105263157894,1.7236842105263157,Fresh Chop Chop; KOVI - Asian Street Food Kitchen; Naked Lunch; Sushi Garden; The Athena Pallas Restaurant
M6021113364,2921291682,549900,,2.0,2,2.0,1500.0,,condo,townhomes,Arlington,4315 32nd Rd S,22206,38.836307,-77.087627,Fairlington,https://www.realtor.com/realestateandhomes-detail/4315-32nd-Rd-S_Arlington_VA_22206_M60211-13364,https://ap.rdcpix.com/ab51f036011e74edd3fc09f9f7e1f8e4l-m938653547x.jpg,"38.836307,-77.087627",10.0,4.46,2.0,Ali's Bar; Carlyle; Busboys And Poets; Cheesetique Shirlington; Ramparts Tavern & Grill,44.0,4.153488372093023,1.59375,Best Buns Bread Company; Carlyle; Aroma Restaurant; Atlantis Pizzeria and Family Restaurant; Busboys And Poets
M6590912285,2921291651,1100000,,3.0,3,4.0,3163.0,14202.0,single_family,,Arlington,3825 Roberts Ln,22207,38.918034999999996,-77.115769,Bellevue Forest,https://www.realtor.com/realestateandhomes-detail/3825-Roberts-Ln_Arlington_VA_22207_M65909-12285,https://ap.rdcpix.com/e01838d4b2fb765dcaf31b720a62fc1cl-m4071159332x.jpg,"38.918034999999996,-77.115769",1.0,4.3,2.0,DC Boathouse,8.0,4.3625,2.0,Bistro Aracosia; Et Voila !; SWEET AGAVE BAR & GRILL; Salt & Pepper Restaurant; DC Boathouse
M6558758441,2921270580,429900,1.0,2.0,3,2.0,1088.0,,condo,townhomes,Arlington,3862 9th Rd S,22204,38.860129,-77.09729200000001,Alcova Heights,https://www.realtor.com/realestateandhomes-detail/3862-9th-Rd-S_Arlington_VA_22204_M65587-58441,https://ap.rdcpix.com/ccc7800b3dad1f400a33beebd7ea68ccl-m2543523665x.jpg,"38.860129,-77.09729200000001",8.0,4.2875000000000005,1.8333333333333333,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; William Jeffrey's Tavern,57.0,4.010526315789473,1.4313725490196079,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Blanca's Snow Cones - Shaved Ice; Burrito Bros; The Celtic House Irish Pub & Restaurant
M5194871292,2921263374,200000,,1.0,1,1.0,716.0,,condo,condos,Arlington,1121 Arlington Blvd Apt 906,22209,38.893617,-77.069808,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1121-Arlington-Blvd-Apt-906_Arlington_VA_22209_M51948-71292,https://ap.rdcpix.com/06d714bbded51160f14ade557491c61bl-m1175576014x.jpg,"38.893617,-77.069808",52.0,4.250980392156863,2.272727272727273,Rosewood Washington DC; 1789; Blues Alley Club; Chez Billy Sud; City Tavern Club,48.0,4.227083333333334,2.0869565217391304,1789; Filomena Ristorante; Martin's Tavern; BOURBON STEAK; Mele Bistro
M6158754895,2921259924,154900,,1.0,1,0.0,490.0,,condo,condos,Arlington,3701 5th St S Apt 509,22204,38.866872,-77.098091,Alcova Heights,https://www.realtor.com/realestateandhomes-detail/3701-5th-St-S-Apt-509_Arlington_VA_22204_M61587-54895,https://ap.rdcpix.com/0348db3deb07717f14eb0e00bd4dd0a7l-w3893583611x.jpg,"38.866872,-77.098091",9.0,4.300000000000001,1.8333333333333333,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; Ricky's Pub & Grill,63.0,4.023809523809523,1.4642857142857142,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Troy's Italian Kitchen; Blanca's Snow Cones - Shaved Ice; Burrito Bros
M9531391267,2921256732,998000,,,0,0.0,2700.0,5211.0,multi_family,,Arlington,2 N Emerson St Units 1 & 1 b,22203,38.874970000000005,-77.12111999999999,Bluemont,https://www.realtor.com/realestateandhomes-detail/2-N-Emerson-St-Units-1-1-b_Arlington_VA_22203_M95313-91267,https://ap.rdcpix.com/b3ee0e3ac92040e8f80eefd6538b965dl-m1952786249x.jpg,"38.874970000000005,-77.12111999999999",21.0,4.127777777777777,2.0,Ballston Service Station; Crystal Thai Restaurant; Ricky's Pub & Grill; The Bronson Bierhall; The Melting Pot,46.0,4.073333333333333,1.6829268292682926,La Union Restaurant; Pupatella; Stageplate Bistro - Arlington; Big Buns Damn Good Burgers; Sweet Leaf Cafe
M6063315043,2921248393,418700,,1.0,1,1.0,892.0,,condo,condos,Arlington,1515 S Arlington Ridge Rd Unit 504,22202,38.861078000000006,-77.066634,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/1515-S-Arlington-Ridge-Rd-Unit-504_Arlington_VA_22202_M60633-15043,https://ap.rdcpix.com/4ed48975533059823af479758f86e70cl-m2794197047x.jpg,"38.861078000000006,-77.066634",26.0,4.1880000000000015,1.8571428571428572,QDOBA Mexican Eats; The Celtic House Irish Pub & Restaurant; Freddie's Beach Bar & Restaurant; QDOBA Mexican Eats; Basin Barroom,77.0,4.03157894736842,1.6865671641791045,Burrito Bros; Sushi Garden; The Athena Pallas Restaurant; The Celtic House Irish Pub & Restaurant; Dama Pastry & Cafe
M5929185317,2921248505,395000,,2.0,2,3.0,1407.0,,condo,condos,Arlington,5033 7th Rd S Apt T1,22204,38.860334,-77.116694,Arlington Mill,https://www.realtor.com/realestateandhomes-detail/5033-7th-Rd-S-Apt-T1_Arlington_VA_22204_M59291-85317,https://ap.rdcpix.com/651dbf44d66643ac4ecadb446fb0b488l-m665768458x.jpg,"38.860334,-77.116694",7.0,4.257142857142858,1.8,"Tobacco King Of Vape, CBD, Kratom; QDOBA Mexican Eats; Crystal Thai Restaurant; LongHorn Steakhouse; Olive Garden Italian Restaurant",30.0,3.996666666666667,1.4285714285714286,Rawal Kabob; Blanca's Snow Cones - Shaved Ice; Pho Golden Star; QDOBA Mexican Eats; City Diner
M6492436436,2921241919,899999,,3.0,3,8.0,2834.0,5376.0,single_family,,Arlington,2034 N Cleveland St,22201,38.897597,-77.09259499999999,North Highland,https://www.realtor.com/realestateandhomes-detail/2034-N-Cleveland-St_Arlington_VA_22201_M64924-36436,https://ap.rdcpix.com/b6e5d4dd87500eceb5504642b77e5e2cl-m3590325037x.jpg,"38.897597,-77.09259499999999",49.0,4.371428571428571,1.9166666666666667,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",64.0,4.203125,1.7903225806451613,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon; Bakeshop
M6084125030,2921243946,959900,,3.0,3,4.0,2529.0,6155.0,single_family,,Arlington,2800 N Pershing Dr,22201,38.880046,-77.091688,North Arlington,https://www.realtor.com/realestateandhomes-detail/2800-N-Pershing-Dr_Arlington_VA_22201_M60841-25030,https://ap.rdcpix.com/424abecb843eaeee95002d67a697c6edl-m3551962723x.jpg,"38.880046,-77.091688",49.0,4.377083333333333,1.911764705882353,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",85.0,4.1117647058823525,1.6419753086419753,Screwtop Wine Bar; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop; Earl's Sandwiches
M6857307279,2921238967,385000,,1.0,1,2.0,785.0,,condo,condos,Arlington,1821 N Rhodes St Unit 4-263,22201,38.894901000000004,-77.080463,Colonial Village,https://www.realtor.com/realestateandhomes-detail/1821-N-Rhodes-St-4-263_Arlington_VA_22201_M68573-07279,https://ap.rdcpix.com/ac426d6c4d4f0dabf004d9f365da3005l-m892346085x.jpg,"38.894901000000004,-77.080463",43.0,4.314285714285715,1.9393939393939394,Arlington Pub; East West Coffee Wine; Screwtop Wine Bar; TTT Rooftop; The Pinemoor,57.0,4.192982456140351,1.8035714285714286,Screwtop Wine Bar; The Italian Store; 1789; Ambar Clarendon; Bakeshop
M5983726331,2921235019,2500000,1.0,3.0,4,3.0,2655.0,,condo,condos,Arlington,1881 N Nash St Unit 2009,22209,38.896909,-77.073192,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-2009_Arlington_VA_22209_M59837-26331,https://ap.rdcpix.com/eacc145a0c2fe754814c0a6484e831ddl-m1115008220x.jpg,"38.896909,-77.073192",54.0,4.232075471698113,2.260869565217391,Rosewood Washington DC; 1789; Blues Alley Club; Chez Billy Sud; City Tavern Club,52.0,4.19423076923077,2.04,1789; Filomena Ristorante; Martin's Tavern; BOURBON STEAK; Mele Bistro
M6080323751,2921229232,1399789,,4.0,4,4.0,5000.0,5692.0,single_family,,Arlington,3305 22nd St N,22201,38.8979,-77.10045500000001,North Arlington,https://www.realtor.com/realestateandhomes-detail/3305-22nd-St-N_Arlington_VA_22201_M60803-23751,https://ap.rdcpix.com/8bb92f74b5029830185ba88c16ef0288l-m3989510050x.jpg,"38.8979,-77.10045500000001",40.0,4.3475,1.9310344827586208,"Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar; TTT Rooftop",64.0,4.175000000000001,1.7704918032786885,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon; Bakeshop
M6659835906,2921229230,999888,,3.0,3,3.0,1951.0,5637.0,single_family,,Arlington,3227 20th Rd N,22207,38.895725,-77.100897,Cherrydale,https://www.realtor.com/realestateandhomes-detail/3227-20th-Rd-N_Arlington_VA_22207_M66598-35906,https://ap.rdcpix.com/94d921ca914ba9e8ae5be2bfe6819aael-c225190352x.jpg,"38.895725,-77.100897",44.0,4.362790697674419,1.9,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",67.0,4.177611940298507,1.734375,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon; Bakeshop
M5341203428,2921227113,595000,,2.0,2,2.0,1040.0,,condo,condos,Arlington,880 Pollard St N Unit 325,22203,38.880942,-77.107049,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/880-N-Pollard-St-Apt-325_Arlington_VA_22203_M53412-03428,https://ap.rdcpix.com/a852223625f7ed3da88e104899fdb88fl-m3568530448x.jpg,"38.880942,-77.107049",51.0,4.291666666666666,1.9705882352941178,"Ballston Service Station; Ms. Peacock's Champagne Lounge; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",93.0,4.094565217391305,1.697674418604651,Screwtop Wine Bar; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop; Northside Social Coffee & Wine
M5199468668,2921220268,2125000,1.0,5.0,6,6.0,7226.0,10291.0,single_family,,Arlington,5624 34th St N,22207,38.905171,-77.149204,Rock Spring,https://www.realtor.com/realestateandhomes-detail/5624-34th-St-N_Arlington_VA_22207_M51994-68668,https://ap.rdcpix.com/de9e17fc146194d459c9f2f20ac93aaal-m3282219011x.jpg,"38.905171,-77.149204",2.0,4.4,1.0,Todd Alley; Taqueria El Poblano,20.0,4.405263157894737,1.5,Maya Bistro; Todd Alley; Chill Zone Cafe Arlington; Sushi-Zen; pie-tanza
M5992361239,2921219385,199900,,1.0,1,0.0,488.0,,condo,condos,Arlington,1210 N Taft St Apt 912,22201,38.88793,-77.08207,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1210-N-Taft-St-Apt-912_Arlington_VA_22201_M59923-61239,https://ap.rdcpix.com/78d51dfe36318b42968d25695ed3aa67l-m2380610797x.jpg,"38.88793,-77.08207",56.0,4.310909090909091,1.9047619047619047,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",76.0,4.1986842105263165,1.726027397260274,Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop
M5651706257,2921208782,550000,,1.0,1,2.0,1275.0,2175.0,condo,duplex_triplex,Arlington,2010 21st St N,22201,38.897939,-77.08244,North Highland,https://www.realtor.com/realestateandhomes-detail/2010-21st-St-N_Arlington_VA_22201_M56517-06257,https://ap.rdcpix.com/5b41e06856cdaa007445c42865e74a5el-m3968184652x.jpg,"38.897939,-77.08244",40.0,4.2897435897435905,2.0,Arlington Pub; East West Coffee Wine; TTT Rooftop; 1789; Galaxy Hut,51.0,4.176470588235294,1.8,The Italian Store; 1789; Ambar Clarendon; Earl's Sandwiches; Genji Express
M5574347939,2921204407,425000,,1.0,1,1.0,665.0,,condo,condos,Arlington,3830 9th St N Apt 508E,22203,38.881,-77.10602,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/3830-9th-St-N-Apt-508E_Arlington_VA_22203_M55743-47939,https://ap.rdcpix.com/c3424aa5640a10fdf4bcbac866f2bb64l-m2373408620x.jpg,"38.881,-77.10602",53.0,4.303999999999999,1.9705882352941178,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA",94.0,4.096774193548388,1.7011494252873562,Screwtop Wine Bar; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop; Genji Express
M6761251057,2921201113,1100000,1.0,2.0,3,2.0,1828.0,863.0,condo,townhomes,Arlington,1318 N Adams Ct,22201,38.8885,-77.087467,North Arlington,https://www.realtor.com/realestateandhomes-detail/1318-N-Adams-Ct_Arlington_VA_22201_M67612-51057,https://ap.rdcpix.com/24ea37f6de57069e3031f6445e519d79l-m317630962x.jpg,"38.8885,-77.087467",52.0,4.337254901960785,1.9230769230769231,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",75.0,4.18,1.7361111111111112,Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop
M9837919644,2921196080,310000,,1.0,1,1.0,608.0,,condo,condos,Arlington,1801 Key Blvd Unit 10-506,22201,38.895182,-77.082289,Colonial Village,https://www.realtor.com/realestateandhomes-detail/1801-Key-Blvd-10-506_Arlington_VA_22201_M98379-19644,https://ap.rdcpix.com/b74c738a808589439956ac3b22a19dbfl-m792656144x.jpg,"38.895182,-77.082289",51.0,4.32,1.95,Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; Screwtop Wine Bar; TTT Rooftop,61.0,4.2098360655737705,1.8166666666666667,Screwtop Wine Bar; The Italian Store; 1789; Ambar Clarendon; Bakeshop
M6176204281,2921195363,272000,,1.0,1,2.0,670.0,,condo,condos,Arlington,2026 N Vermont St Apt 101,22207,38.89673,-77.11717,Waverly Hills,https://www.realtor.com/realestateandhomes-detail/2026-N-Vermont-St-Apt-101_Arlington_VA_22207_M61762-04281,https://ap.rdcpix.com/1e8a6f8caf0777588d583d6734c845bal-m142950906x.jpg,"38.89673,-77.11717",5.0,4.38,1.75,Todd Alley; Cowboy Cafe; The Melting Pot; Thai Thai Restaurant; Thirsty Bernie,38.0,3.983783783783784,1.4137931034482758,Cafe Colline; Philippine Oriental Market & Deli; Todd Alley; Arlington Kabob; Charga Grill
M6016324615,2921195316,715000,1.0,2.0,3,3.0,1994.0,1331.0,condo,townhomes,Arlington,985 S Randolph St,22204,38.859527,-77.100181,Alcova Heights,https://www.realtor.com/realestateandhomes-detail/985-S-Randolph-St_Arlington_VA_22204_M60163-24615,https://ap.rdcpix.com/d248d6ff278ccb0edb44ce6149567ef2l-m3545230009x.jpg,"38.859527,-77.100181",8.0,4.2875000000000005,1.8333333333333333,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; William Jeffrey's Tavern,56.0,4.003571428571428,1.44,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Blanca's Snow Cones - Shaved Ice; Burrito Bros; The Celtic House Irish Pub & Restaurant
M5491305417,2921195323,849849,,2.0,2,2.0,2910.0,5500.0,single_family,,Arlington,400 S Adams St,22204,38.869817,-77.08483199999999,Penrose,https://www.realtor.com/realestateandhomes-detail/400-S-Adams-St_Arlington_VA_22204_M54913-05417,https://ap.rdcpix.com/e6324e2c473a8206fd00257da627ba85l-m85897329x.jpg,"38.869817,-77.08483199999999",9.0,4.111111111111111,1.8571428571428572,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; William Jeffrey's Tavern,60.0,4.043333333333333,1.4528301886792452,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Troy's Italian Kitchen; Burrito Bros; The Celtic House Irish Pub & Restaurant
M5620837829,2921195213,507900,,2.0,2,1.0,1490.0,,condo,condos,Arlington,4811 31st St S Apt A1,22206,38.836872,-77.098599,Fairlington,https://www.realtor.com/realestateandhomes-detail/4811-31st-St-S-Apt-A1_Arlington_VA_22206_M56208-37829,https://ap.rdcpix.com/0232cbfba6ca9301eb7206a76eb4079dl-m1065891187x.jpg,"38.836872,-77.098599",12.0,4.375,2.0,Ali's Bar; Carlyle; Busboys And Poets; Cheesetique Shirlington; Ramparts Tavern & Grill,46.0,4.175555555555557,1.5121951219512195,Best Buns Bread Company; Carlyle; Aroma Restaurant; Atlantis Pizzeria and Family Restaurant; Busboys And Poets
M6840649189,2921195248,455000,,1.0,1,1.0,729.0,,condo,condos,Arlington,820 N Pollard St Apt 307,22203,38.88043,-77.10679,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/820-N-Pollard-St-Apt-307_Arlington_VA_22203_M68406-49189,https://ap.rdcpix.com/637539e83c982e7f7d90eda836117f8cl-m2654147590x.jpg,"38.88043,-77.10679",51.0,4.291666666666666,1.9705882352941178,"Ballston Service Station; Ms. Peacock's Champagne Lounge; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",93.0,4.094565217391305,1.697674418604651,Screwtop Wine Bar; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop; Northside Social Coffee & Wine
M6546541143,2921195366,1459000,,3.0,3,4.0,3984.0,30433.0,single_family,,Arlington,3134 N Piedmont St,22207,38.915943,-77.11560899999999,Bellevue Forest,https://www.realtor.com/realestateandhomes-detail/3134-N-Piedmont-St_Arlington_VA_22207_M65465-41143,https://ap.rdcpix.com/0718903dc624febb5dae0183914b9818l-m3932380970x.jpg,"38.915943,-77.11560899999999",0.0,,,,2.0,4.75,2.0,Bistro Aracosia; Et Voila !
M6888216123,2921195225,375900,,1.0,1,1.0,851.0,,condo,condos,Arlington,4141 N Henderson Rd Apt 322,22203,38.87585,-77.10948,Buckingham,https://www.realtor.com/realestateandhomes-detail/4141-N-Henderson-Rd-Apt-322_Arlington_VA_22203_M68882-16123,https://ap.rdcpix.com/795a8520019666b77f2de7ddaf8ed61bl-m1428561562x.jpg,"38.87585,-77.10948",29.0,4.188461538461538,2.0,"Ballston Service Station; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Northside Social Coffee & Wine; Spirits of '76; Utahime Asian Bistro & Bar",64.0,4.03015873015873,1.6610169491525424,Northside Social Coffee & Wine; Pupatella; Spirits of '76; Stageplate Bistro - Arlington; Big Buns Damn Good Burgers
M5482489836,2921192033,145000,,1.0,1,0.0,383.0,,condo,condos,Arlington,1021 Arlington Blvd Apt 334,22209,38.89106469,-77.06876966,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1021-Arlington-Blvd-Apt-334_Arlington_VA_22209_M54824-89836,https://ap.rdcpix.com/6297c3b01fee2a5924b4c9bdcf0df9d6l-m597167251x.jpg,"38.89106469,-77.06876966",38.0,4.237837837837839,2.2058823529411766,Rosewood Washington DC; Blues Alley Club; Chez Billy Sud; Escape Room Live Georgetown; Fiola Mare,34.0,4.2,1.9696969696969697,Filomena Ristorante; Mele Bistro; Clyde's of Georgetown; Degrees Bistro; Five Guys
M6277870512,2921191571,1387700,1.0,4.0,5,4.0,4044.0,7150.0,single_family,,Arlington,2005 N Nelson St,22207,38.895078000000005,-77.104963,Cherrydale,https://www.realtor.com/realestateandhomes-detail/2005-N-Nelson-St_Arlington_VA_22207_M62778-70512,https://ap.rdcpix.com/769cf4b86cd75aa92777c3dcc376b05al-m3103567494x.jpg,"38.895078000000005,-77.104963",45.0,4.336363636363637,1.935483870967742,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",74.0,4.143243243243243,1.7285714285714286,Cafe Colline; Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon
M6713808363,2921189970,850000,1.0,3.0,4,4.0,2282.0,5696.0,single_family,,Arlington,805 S Adams St,22204,38.866039,-77.083669,Penrose,https://www.realtor.com/realestateandhomes-detail/805-S-Adams-St_Arlington_VA_22204_M67138-08363,https://ap.rdcpix.com/7cf561ab5bf840dad60b9833250afdcal-m4283564998x.jpg,"38.866039,-77.083669",9.0,4.111111111111111,1.8571428571428572,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; William Jeffrey's Tavern,46.0,4.073913043478261,1.5121951219512195,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Burrito Bros; The Celtic House Irish Pub & Restaurant; Atilla's Restaurant
M6716714251,2921188089,850000,1.0,2.0,3,3.0,1710.0,7679.0,single_family,,Arlington,2035 N Harrison St,22205,38.892965999999994,-77.133014,Tara - Leeway Heights,https://www.realtor.com/realestateandhomes-detail/2035-N-Harrison-St_Arlington_VA_22205_M67167-14251,https://ap.rdcpix.com/8c55beb071bcef10317188e23652930cl-m1270448306x.jpg,"38.892965999999994,-77.133014",10.0,4.389999999999999,1.4285714285714286,"Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Westover Market; Cowboy Cafe; Lebanese Taverna",51.0,4.123529411764705,1.3902439024390243,Cafe Colline; Maya Bistro; Todd Alley; Arlington Kabob; Chill Zone Cafe Arlington
M5261791845,2921184795,674900,,1.0,1,1.0,1168.0,,condo,condos,Arlington,1200 N Nash St Apt 1148,22209,38.889039000000004,-77.07382,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1200-N-Nash-St-Apt-1148_Arlington_VA_22209_M52617-91845,https://ap.rdcpix.com/9358f441b20bcaba88358f0c9ccc5accl-m1383306241x.jpg,"38.889039000000004,-77.07382",23.0,4.25,1.8421052631578947,Arlington Pub; Galaxy Hut; Verre Wine Bar; Ireland's Four Courts; MeJana - Lebanese Cuisine,31.0,4.177419354838709,1.7,Earl's Sandwiches; Genji Express; Mele Bistro; Bonchon Arlington - N Pershing Dr; Five Guys
M6986506009,2921182680,369000,,1.0,1,1.0,747.0,,condo,condos,Arlington,1211 S Eads St Apt 210,22202,38.862121,-77.052498,Crystal City,https://www.realtor.com/realestateandhomes-detail/1211-S-Eads-St-Apt-210_Arlington_VA_22202_M69865-06009,https://ap.rdcpix.com/8289635f3812e84aba8366012d74d6fcl-m3213392711x.jpg,"38.862121,-77.052498",36.0,4.025714285714287,1.8333333333333333,Island Time Bar & Grill; QDOBA Mexican Eats; Delta Sky Club; Lobbibar; Freddie's Beach Bar & Restaurant,90.0,3.975280898876404,1.68,Fresh Chop Chop; Sushi Garden; The Athena Pallas Restaurant; Bozzelli's; Chick-fil-A
M5293964734,2921179849,649900,1.0,2.0,3,2.0,1138.0,,condo,condos,Arlington,1201 N Garfield St Apt 109,22201,38.886901,-77.09344399999999,North Arlington,https://www.realtor.com/realestateandhomes-detail/1201-N-Garfield-St-Apt-109_Arlington_VA_22201_M52939-64734,https://ap.rdcpix.com/7a98dcb9357cbb232f924411e30fe2d6l-m1047532940x.jpg,"38.886901,-77.09344399999999",53.0,4.355769230769231,1.9230769230769231,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",86.0,4.173255813953489,1.6875,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon
M5205495204,2921179559,685000,1.0,2.0,3,2.0,1583.0,,condo,condos,Arlington,1101 S Arlington Ridge Rd Apt 409,22202,38.863948,-77.065585,Pentagon City,https://www.realtor.com/realestateandhomes-detail/1101-S-Arlington-Ridge-Rd-Apt-409_Arlington_VA_22202_M52054-95204,https://ap.rdcpix.com/f2caac3c59552940d6d1e2bb7a0f1dbfl-m3063077772x.jpg,"38.863948,-77.065585",21.0,4.19,1.8235294117647058,QDOBA Mexican Eats; Freddie's Beach Bar & Restaurant; QDOBA Mexican Eats; Basin Barroom; Bonefish Grill,70.0,3.9898550724637674,1.6721311475409837,Sushi Garden; The Athena Pallas Restaurant; Dama Pastry & Cafe; FYVE Restaurant Lounge; Freddie's Beach Bar & Restaurant
M9907601903,2921176621,890000,1.0,2.0,3,3.0,2500.0,9020.0,condo,townhomes,Arlington,2829 24th Rd S,22206,38.847991,-77.08341899999999,Nauck,https://www.realtor.com/realestateandhomes-detail/2829-24th-Rd-S_Arlington_VA_22206_M99076-01903,https://ap.rdcpix.com/18ef1a31b29a6192219cdd79253f104dl-m1157794211x.jpg,"38.847991,-77.08341899999999",10.0,4.48,2.0,Ali's Bar; Tobacco King & Vape King; Carlyle; Busboys And Poets; Cheesetique Shirlington,37.0,4.1378378378378375,1.68,Best Buns Bread Company; Carlyle; KOVI - Asian Street Food Kitchen; Aroma Restaurant; Busboys And Poets
M5185279423,2921170069,749900,,2.0,2,4.0,1500.0,4356.0,single_family,,Arlington,3226 20th Rd N,22207,38.895275,-77.101077,Cherrydale,https://www.realtor.com/realestateandhomes-detail/3226-20th-Rd-N_Arlington_VA_22207_M51852-79423,https://ap.rdcpix.com/75ab84a690219b6fd595bee8dfffeaeel-m2192562289x.jpg,"38.895275,-77.101077",44.0,4.362790697674419,1.9,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",70.0,4.1899999999999995,1.7272727272727273,Cafe Colline; Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon
