agent_name,agent_office,property_ID,Listing_ID,price,baths_half,baths_full,baths,beds,size_in_sqft,lot_size_in_sqft,prop_type,prop_sub_type,city,Line,postal_code,lat,lon,neighborhood_name,Listing_Url,thumbnail
Dawn Troutman,"Weichert, Realtors - McLean",M6826996555,2920550540,517000,NA,1,1,1.0,709,NA,condo,condos,Arlington,1021 N Garfield St Apt 404,22201,38.88541713,-77.09337297,North Arlington,https://www.realtor.com/realestateandhomes-detail/1021-N-Garfield-St-Apt-404_Arlington_VA_22201_M68269-96555,https://ap.rdcpix.com/1c25573af16e2f45e5242ba2f72e7301l-m3170467562x.jpg
Jennifer Smira,COMPASS,M6593537867,2920550775,489000,NA,1,1,1.0,760,NA,condo,condos,Arlington,2400 Clarendon Blvd Ph 10,22201,38.88944,-77.08794,North Arlington,https://www.realtor.com/realestateandhomes-detail/2400-Clarendon-Blvd-Ph-10_Arlington_VA_22201_M65935-37867,https://ap.rdcpix.com/d2b4d45b6ff86db8193c35fe7e6a3035l-m3763359975x.jpg
Bethany Ellis,Long & Foster McLean,M6468567646,2920545491,419000,NA,1,1,1.0,864,NA,condo,condos,Arlington,2200 N Westmoreland St Unit 329,22213,38.88633,-77.16265,East Falls Church,https://www.realtor.com/realestateandhomes-detail/2200-N-Westmoreland-St-Unit-329_Arlington_VA_22213_M64685-67646,https://ap.rdcpix.com/0ec799292d9859191baba5b190b71958l-m3660363736x.jpg
Archie Harders,Long & Foster Arlington,M6878556723,2920527187,599900,NA,2,2,3.0,1185,NA,condo,condos,Arlington,900 N Stafford St Apt 1417,22203,38.88154638,-77.11058761,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/900-N-Stafford-St-Apt-1417_Arlington_VA_22203_M68785-56723,https://ap.rdcpix.com/848a2f8eb5c82a10fefb7156887c04dbl-m2713026027x.jpg
Lisa Joy,"MCENEARNEY ASSOCIATES, INC.",M9860689934,2920486537,3400000,1,6,7,5.0,6434,20979,single_family,NA,Arlington,3A N Ridgeview Rd,22207,38.90395,-77.10747,Woodmont,https://www.realtor.com/realestateandhomes-detail/3A-N-Ridgeview-Rd_Arlington_VA_22207_M98606-89934,https://ap.rdcpix.com/af987171f6870621981c017aec6b73a9l-m2079390052x.jpg
Rachel Bleha,COMPASS,M5550178453,2920480717,1300000,NA,3,3,5.0,2803,11105,single_family,NA,Arlington,4109 33rd Rd N,22207,38.91539,-77.120878,Gulf Branch,https://www.realtor.com/realestateandhomes-detail/4109-33rd-Rd-N_Arlington_VA_22207_M55501-78453,https://ap.rdcpix.com/10cce46f92ee52b006ee6b819abd37ecl-m2680657664x.jpg
Nathan Carnes,Berkshire Hathaway HomeServices PenFed Realty,M5266609454,2920480619,400000,NA,1,1,2.0,994,NA,condo,townhomes,Arlington,2600 16th St S Apt 694,22204,38.857219,-77.08303,South Arlington,https://www.realtor.com/realestateandhomes-detail/2600-16th-St-S-Apt-694_Arlington_VA_22204_M52666-09454,https://ap.rdcpix.com/80b88f08f45a6aaa714ab4e4c5bd75ddl-m3259064556x.jpg
Tom Francis,Keller Williams Realty,M6551461470,2920472800,2549900,1,6,7,6.0,8245,12500,single_family,NA,Arlington,2437 N Utah St,22207,38.903626,-77.116541,Donaldson Run,https://www.realtor.com/realestateandhomes-detail/2437-N-Utah-St_Arlington_VA_22207_M65514-61470,https://ap.rdcpix.com/276da6217cfb9b0194eb8db5bf593a6bl-m1453511039x.jpg
Lisa Joy,"MCENEARNEY ASSOCIATES, INC.",M9462352717,2920472411,3200000,1,6,7,5.0,6404,11895,single_family,NA,Arlington,4A N Ridgeview Rd,22207,38.90489345,-77.10694429,Dover Crystal,https://www.realtor.com/realestateandhomes-detail/4A-N-Ridgeview-Rd_Arlington_VA_22207_M94623-52717,https://ap.rdcpix.com/97e29ce21eed82ffba20ae9ea762ea43l-m1568132114x.jpg
Natasha Kennedy,Nbi  Realty Llc,M6055565500,2920471145,140000,NA,1,1,0.0,383,NA,condo,condos,Arlington,1121 Arlington Blvd Apt 203,22209,38.893617,-77.069808,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1121-Arlington-Blvd-Apt-203_Arlington_VA_22209_M60555-65500,https://ap.rdcpix.com/5f88f783ac8a66deb476e59b7a7f731el-m87912974x.jpg
Charles Cornwell,Cornwell Properties,M6642120825,2920462392,699999,NA,2,2,2.0,1147,NA,condo,condos,Arlington,888 N Quincy St Unit 1202,22203,38.88087,-77.10797,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/888-N-Quincy-St-Unit-1202_Arlington_VA_22203_M66421-20825,https://ap.rdcpix.com/814070258d655b80811a141383f2fb93l-m1784999505x.jpg
Jim Roy,"Luxmanor Real Estate, Inc",M5040974046,2920457894,1699000,1,4,5,5.0,4668,10954,single_family,NA,Arlington,887A N Kensington St,22205,38.877928,-77.131913,Bluemont,https://www.realtor.com/realestateandhomes-detail/887A-N-Kensington-St_Arlington_VA_22205_M50409-74046,https://ap.rdcpix.com/674d6475614f3c1459b940ea58302300l-m1371978102x.jpg
Carol Temple,Coldwell Banker Realty - Arlington,M6788149547,2920455368,550000,NA,2,2,1.0,1500,NA,condo,condos,Arlington,3800 Fairfax Dr Apt 813,22203,38.88197,-77.10522,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/3800-Fairfax-Dr-Apt-813_Arlington_VA_22203_M67881-49547,https://ap.rdcpix.com/4fa392367daa580589cdfbc6f6d5eabel-w428170163x.jpg
Joel Martinez,"Classic Realty, Ltd.",M6437010607,2920433618,599999,NA,2,2,3.0,864,2857,condo,duplex_triplex,Arlington,3704 3rd St S,22204,38.867436,-77.097802,Alcova Heights,https://www.realtor.com/realestateandhomes-detail/3704-3rd-St-S_Arlington_VA_22204_M64370-10607,https://ap.rdcpix.com/34f72540af2a2d9a8d34c0b55dce2eb0l-m1929656269x.jpg
Julia Dice,"Condo 1, Inc.",M5296503893,2920432583,715000,NA,1,1,1.0,833,NA,condo,condos,Arlington,1111 19th St N Apt 1509,22209,38.897505,-77.070141,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1111-19th-St-N-Apt-1509_Arlington_VA_22209_M52965-03893,https://ap.rdcpix.com/b2103e0c68619ede192ea38267699315l-m4080792202x.jpg
Kenneth Matzkin,"William G. Buck & Assoc., Inc.",M5521756920,2920381591,530000,NA,1,1,1.0,749,NA,condo,condos,Arlington,1021 N Garfield St Apt 244,22201,38.885516,-77.093272,North Arlington,https://www.realtor.com/realestateandhomes-detail/1021-N-Garfield-St-Apt-244_Arlington_VA_22201_M55217-56920,https://ap.rdcpix.com/1ce376e17a3825e0f72be416eef6ca73l-m1839129866x.jpg
Andrew Pariser,Long & Foster Woodley Park,M5994570721,2920358965,1495000,1,2,3,2.0,1814,NA,condo,condos,Arlington,1881 N Nash St Unit 810,22209,38.89673855,-77.07273236,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-810_Arlington_VA_22209_M59945-70721,https://ap.rdcpix.com/3709568b2aed51c4a5e1cec90481edb4l-m360674595x.jpg
Carrington Thomson,National Realty Llc,M6560724243,2920355447,589000,NA,2,2,2.0,1200,NA,condo,condos,Arlington,900 N Stafford St Apt 2123,22203,38.8813,-77.11077,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/900-N-Stafford-St-Apt-2123_Arlington_VA_22203_M65607-24243,https://ap.rdcpix.com/58c026ba063d96912b600e08b5ebe1f1l-m1365521956x.jpg
David Moya,Keller Williams Realty,M5345787139,2920342653,399900,NA,1,1,1.0,754,NA,condo,condos,Arlington,1001 N Randolph St Apt 412,22201,38.88309,-77.1092,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1001-N-Randolph-St-Apt-412_Arlington_VA_22201_M53457-87139,https://ap.rdcpix.com/7b9466cf9f2ea1a3b5e4edd5c11eca98l-m378572474x.jpg
Kenneth Courtade,Keller Williams Realty,M6432512801,2920334153,265000,NA,1,1,1.0,702,NA,condo,condos,Arlington,2030 N Adams St Apt 608,22201,38.89783,-77.08964,North Highland,https://www.realtor.com/realestateandhomes-detail/2030-N-Adams-St-Apt-608_Arlington_VA_22201_M64325-12801,https://ap.rdcpix.com/0b20637e1c83bb19224699142d9dcd88l-m2882534948x.jpg
Donna Cramer,"MCENEARNEY ASSOCIATES, INC.",M5613616612,2920319453,1229000,NA,3,3,4.0,3300,13649,single_family,NA,Arlington,2224 N Trenton St,22207,38.900319,-77.116326,Donaldson Run,https://www.realtor.com/realestateandhomes-detail/2224-N-Trenton-St_Arlington_VA_22207_M56136-16612,https://ap.rdcpix.com/d0be0315022dc37470f57fffa91a8ad1l-m2387197793x.jpg
Rick Cutrera,Keller Williams Realty,M5984581400,2920316716,1229000,NA,3,3,5.0,2926,8008,single_family,NA,Arlington,4585 25th Rd N,22207,38.905453,-77.122069,Donaldson Run,https://www.realtor.com/realestateandhomes-detail/4585-25th-Rd-N_Arlington_VA_22207_M59845-81400,https://ap.rdcpix.com/d82372620bb89161dcbcad6ec9ba5613l-m368288520x.jpg
Michelle Zelsman,Coldwell Banker Realty - Alexandria,M5301070148,2920284179,272000,NA,1,1,2.0,884,NA,condo,condos,Arlington,1121 Arlington Blvd Apt 419,22209,38.89141363,-77.06936506,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1121-Arlington-Blvd-Apt-419_Arlington_VA_22209_M53010-70148,https://ap.rdcpix.com/f5544e24c675ee76ecb01f5777d0ed6cl-w4189679046x.jpg
Kelly Saghafi,"Landmark Realty Group, Llc",M6352685637,2920267727,198000,NA,1,1,1.0,716,NA,condo,condos,Arlington,1111 Arlington Blvd Apt 930,22209,38.89271031,-77.07029277,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1111-Arlington-Blvd-Apt-930_Arlington_VA_22209_M63526-85637,https://ap.rdcpix.com/6a72d53cae3752ce55b85250d99dfdf9l-m2560841492x.jpg
Archie Harders,Long & Foster Arlington,M5116887339,2920249660,1349500,1,3,4,5.0,3394,8979,single_family,NA,Arlington,6625 24th St N,22205,38.890606,-77.159743,East Falls Church,https://www.realtor.com/realestateandhomes-detail/6625-24th-St-N_Arlington_VA_22205_M51168-87339,https://ap.rdcpix.com/5286011df4ef507abc5a483549df799al-m2668840930x.jpg
Mimi Santoro,Long & Foster Vienna/Oakton,M5738393840,2920231088,329990,NA,1,1,1.0,655,NA,condo,condos,Arlington,1741 N Troy St Unit 8-430,22201,38.89385634,-77.08216219,Colonial Village,https://www.realtor.com/realestateandhomes-detail/1741-N-Troy-St-8-430_Arlington_VA_22201_M57383-93840,https://ap.rdcpix.com/be405c006e764658547ba5162f430bc8l-m3047837377x.jpg
Jennifer Toole,TTR Sotheby's International Realty,M6582984942,2920202179,685000,NA,2,2,2.0,998,NA,condo,condos,Arlington,1205 N Garfield St Apt 608,22201,38.88687,-77.09375,North Arlington,https://www.realtor.com/realestateandhomes-detail/1205-N-Garfield-St-Apt-608_Arlington_VA_22201_M65829-84942,https://ap.rdcpix.com/baad87bf3c3fbd31461ef2ebf088fb5cl-m3589976771x.jpg
Ed Duggan,"Pearson Smith Realty, Llc",M5173421853,2920197550,589900,NA,1,1,2.0,1038,NA,condo,condos,Arlington,820 N Pollard St Apt 101,22203,38.880386,-77.106851,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/820-N-Pollard-St-Apt-101_Arlington_VA_22203_M51734-21853,https://ap.rdcpix.com/904fe6808f3e4fda1b3dcb4ee9a99fa9l-m2989437342x.jpg
Your Capital Area Real Estate Team,CENTURY 21 New Millennium,M6806574666,2920162932,850000,NA,2,2,3.0,1425,7644,single_family,NA,Arlington,1904 N Johnson St,22207,38.893945,-77.101368,Cherrydale,https://www.realtor.com/realestateandhomes-detail/1904-N-Johnson-St_Arlington_VA_22207_M68065-74666,https://ap.rdcpix.com/44ec03b1b579643343aeb2950f7d5e66l-m501968146x.jpg
Pink Doan,SAMSON PROPERTIES,M5998090044,2920097274,619000,NA,2,2,3.0,1512,752,condo,townhomes,Arlington,130 S Wise St,22204,38.872519,-77.084508,Penrose,https://www.realtor.com/realestateandhomes-detail/130-S-Wise-St_Arlington_VA_22204_M59980-90044,https://ap.rdcpix.com/fed6f0c396c2a8005fa1c0cd846dab37l-m3206415593x.jpg
Kathy Bonzano,SAMSON PROPERTIES,M5494114884,2920048583,935000,NA,NA,0,,NA,14892,land,NA,Arlington,3908 Military Rd,22207,38.924116,-77.122424,Old Glebe,https://www.realtor.com/realestateandhomes-detail/3908-Military-Rd_Arlington_VA_22207_M54941-14884,https://ap.rdcpix.com/baa36a162df29134c384ca0fb831b9fcl-m738629060x.jpg
Jacob Taylor,Blue Valley Real Estate,M5704889129,2920021895,319995,NA,1,1,1.0,767,NA,condo,condos,Arlington,4811 31st St S Apt B2,22206,38.836872,-77.098599,Fairlington,https://www.realtor.com/realestateandhomes-detail/4811-31st-St-S-Apt-B2_Arlington_VA_22206_M57048-89129,https://ap.rdcpix.com/aa9fc053d557a73f82b23d451ab8db52l-m585200830x.jpg
Megan Fass FASS Results Group,"Fass Results, Llc.",M5703562076,2919966290,550000,NA,2,2,2.0,1398,NA,condo,condos,Arlington,1200 N Nash St Apt 255,22209,38.889039,-77.07382,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1200-N-Nash-St-Apt-255_Arlington_VA_22209_M57035-62076,https://ap.rdcpix.com/ce332447f9eded4aea852bb1572f0e2bl-m544211693x.jpg
Marluce Goncalves,At Home Real Estate,M5162925452,2919966377,1995000,2,3,5,5.0,4767,6472,single_family,NA,Arlington,3008 20th St S,22204,38.852661,-77.085534,Nauck,https://www.realtor.com/realestateandhomes-detail/3008-20th-St-S_Arlington_VA_22204_M51629-25452,https://ap.rdcpix.com/185daee59ac790c5388b6c2523045efdl-c296642602x.jpg
Dan Benson,Keller Williams Realty,M5996617077,2919966124,1175000,1,3,4,4.0,3860,7702,single_family,NA,Arlington,1410 N Ohio St,22205,38.884383,-77.146823,North Arlington,https://www.realtor.com/realestateandhomes-detail/1410-N-Ohio-St_Arlington_VA_22205_M59966-17077,https://ap.rdcpix.com/b9c220f7eaf643a32df2c9c2bbdfe650l-m1680206422x.jpg
JULIA AVENT,RE/MAX West End,M5156245402,2919966191,1899900,1,5,6,4.0,4582,9000,single_family,NA,Arlington,3012 N Oakland St,22207,38.915768,-77.11226,Bellevue Forest,https://www.realtor.com/realestateandhomes-detail/3012-N-Oakland-St_Arlington_VA_22207_M51562-45402,https://ap.rdcpix.com/95edfce763e5456167869df148e2e697l-m4244564162x.jpg
Megan Fass FASS Results Group,"Fass Results, Llc.",M6638368797,2919966304,460000,NA,1,1,1.0,1065,NA,condo,condos,Arlington,1200 N Nash St Apt 252,22209,38.889039,-77.07382,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1200-N-Nash-St-Apt-252_Arlington_VA_22209_M66383-68797,https://ap.rdcpix.com/de63163a14492cf23113acf4574a9c3bl-m3965555478x.jpg
David Lloyd,"Weichert, Realtors - Arlington",M6338767067,2919966372,379500,NA,1,1,1.0,804,NA,condo,condos,Arlington,2100 Lee Hwy Apt G16,22201,38.895648,-77.08364,Colonial Village,https://www.realtor.com/realestateandhomes-detail/2100-Lee-Hwy-Apt-G16_Arlington_VA_22201_M63387-67067,https://ap.rdcpix.com/ffc850a6dc4b190304a75f5ea0fd783bl-m1543729980x.jpg
Brian Doninger,Re/Max Executives,M5873070328,2919966180,1030000,NA,4,4,4.0,2648,9662,single_family,NA,Arlington,2360 S Arlington Ridge Rd,22202,38.851014,-77.067672,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/2360-S-Arlington-Ridge-Rd_Arlington_VA_22202_M58730-70328,https://ap.rdcpix.com/5122da4100d1a411404e41470d787f01l-m1771384820x.jpg
Laura Schwartz,"MCENEARNEY ASSOCIATES, INC.",M5202373118,2919958477,499900,NA,2,2,2.0,975,NA,condo,condos,Arlington,1024 N Utah St Apt 327,22201,38.883012,-77.114314,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1024-N-Utah-St-Apt-327_Arlington_VA_22201_M52023-73118,https://ap.rdcpix.com/aa18d3baf137cd25255d9e95a28de21cl-m1353277153x.jpg
Charles Cornwell,Cornwell Properties,M5371482970,2919946699,880000,1,3,4,3.0,1869,751,condo,townhomes,Arlington,413 N George Mason Dr,22203,38.872902,-77.109845,Buckingham,https://www.realtor.com/realestateandhomes-detail/413-N-George-Mason-Dr_Arlington_VA_22203_M53714-82970,https://ap.rdcpix.com/c5745e053d95101cf7456b35021c6890l-m2060052691x.jpg
John Seggerman,KW United,M6756900388,2919940165,1899000,1,6,7,8.0,7891,14578,single_family,NA,Arlington,4389 Old Dominion Dr,22207,38.899794,-77.116595,Donaldson Run,https://www.realtor.com/realestateandhomes-detail/4389-Old-Dominion-Dr_Arlington_VA_22207_M67569-00388,https://ap.rdcpix.com/a01807d50e9565d6dc0316aa87cadf2al-m174393831x.jpg
Mel Davis,RE/MAX West End,M6650781564,2919917001,260000,NA,1,1,2.0,715,NA,condo,condos,Arlington,814 S Arlington Mill Dr Apt 204,22204,38.858581,-77.112883,Arlington Mill,https://www.realtor.com/realestateandhomes-detail/814-S-Arlington-Mill-Dr-6-204_Arlington_VA_22204_M66507-81564,https://ap.rdcpix.com/537a6d9052bc4e10c7a4998eff74ec30l-m2467181519x.jpg
Jim Talbert,CENTURY 21 Redwood Realty,M6745192737,2919916591,669500,NA,2,2,2.0,1097,NA,condo,condos,Arlington,820 N Pollard St Apt 603,22203,38.880386,-77.106851,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/820-N-Pollard-St-Apt-603_Arlington_VA_22203_M67451-92737,https://ap.rdcpix.com/41f95cb657902b4e5967c23e5d881823l-m1407944630x.jpg
Julie Pearson,"McEnearney Associates, Inc.",M6008444902,2919907404,324900,NA,1,1,1.0,902,NA,condo,condos,Arlington,1301 S Arlington Ridge Rd Apt 110,22202,38.862288,-77.066247,Pentagon City,https://www.realtor.com/realestateandhomes-detail/1301-S-Arlington-Ridge-Rd-Apt-110_Arlington_VA_22202_M60084-44902,https://ap.rdcpix.com/530ccefd2a7d14484177c5c37dd0a81bl-m1896413420x.jpg
Sean Mc Donald,Compass,M5976757600,2919891601,2445000,1,2,3,2.0,2039,NA,condo,condos,Arlington,1881 N Nash St Unit 2408,22209,38.89783,-77.07336,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-2408_Arlington_VA_22209_M59767-57600,https://ap.rdcpix.com/f7394d16161677cdef9000ff5835d4bcl-m2374852926x.jpg
Sherry Schaffer,Long & Foster Arlington,M5977054259,2919891827,649990,NA,2,2,2.0,1140,NA,condo,condos,Arlington,3409 Wilson Blvd Unit 201,22201,38.88335,-77.10038,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/3409-Wilson-Blvd-Unit-201_Arlington_VA_22201_M59770-54259,https://ap.rdcpix.com/56e87a6511ba525b056ce5148efa1bf4l-m2771892129x.jpg
GRACE KIM,Grace Home Realty Inc,M6196429540,2919874127,173000,NA,1,1,1.0,514,NA,condo,condos,Arlington,1121 Arlington Blvd Apt 304,22209,38.893617,-77.069808,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1121-Arlington-Blvd-Apt-304_Arlington_VA_22209_M61964-29540,https://ap.rdcpix.com/718cd3aabfd1eb85bee2624e0b133dccl-m941081871x.jpg
Casey Margenau,"Casey Margenau Fine Homes & Estates, Inc.",M6079515426,2919815771,1399999,NA,3,3,5.0,3221,12736,single_family,NA,Arlington,6404 Washington Blvd,22205,38.887246,-77.154758,East Falls Church,https://www.realtor.com/realestateandhomes-detail/6404-Washington-Blvd_Arlington_VA_22205_M60795-15426,https://ap.rdcpix.com/937fa2492a45c0b8e005868665676334l-m3716773934x.jpg
Holly Brock Amaya,"Howard Brock Realty Company, Inc.",M5221780604,2919802593,949000,1,2,3,2.0,1650,NA,condo,condos,Arlington,3625 10th St N Unit 408,22201,38.884194,-77.104198,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/3625-10th-St-N-Unit-408_Arlington_VA_22201_M52217-80604,https://ap.rdcpix.com/1df168cdee7f95c4996413271a245651l-m2388492327x.jpg
Jim Downs,Re/Max Home Realty,M6502778851,2919784253,179900,NA,1,1,1.0,559,NA,condo,condos,Arlington,1021 Arlington Blvd Apt 805,22209,38.892943,-77.068847,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1021-Arlington-Blvd-Apt-805_Arlington_VA_22209_M65027-78851,https://ap.rdcpix.com/394da2dfaba3f95c3e18829475e3f54cl-m3565508068x.jpg
JIN ONEILL,"Avery-Hess, Realtors",M5214903922,2919771835,439900,NA,1,1,1.0,695,NA,condo,condos,Arlington,851 N Glebe Rd Apt 1818,22203,38.881336,-77.114311,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/851-N-Glebe-Rd-Apt-1818_Arlington_VA_22203_M52149-03922,https://ap.rdcpix.com/8ac7f0c760eadba1eb9b7c7320093ca9l-m57154460x.jpg
Nesanet Alemayhu,Compass,M5785900213,2919638466,829900,NA,2,2,2.0,1444,NA,condo,condos,Arlington,1200 Crystal Dr Apt 312,22202,38.862203,-77.049166,Crystal City,https://www.realtor.com/realestateandhomes-detail/1200-Crystal-Dr-Apt-312_Arlington_VA_22202_M57859-00213,https://ap.rdcpix.com/9951134f0c1478a17a906256413a195bl-m3870752483x.jpg
Jonathan D Reed JDR Realty Group,Fairfax Realty Select ,M6554392181,2919622947,375000,NA,1,1,1.0,851,NA,condo,condos,Arlington,4141 N Henderson Rd Apt 225,22203,38.875855,-77.109484,Buckingham,https://www.realtor.com/realestateandhomes-detail/4141-N-Henderson-Rd-Apt-225_Arlington_VA_22203_M65543-92181,https://ap.rdcpix.com/7b0ae533a4bfbc038a1abe5e7bd1b97bl-m3347104935x.jpg
Inez Atchison,Long & Foster Annapolis Eastport,M9215462728,2919622987,675000,3,2,5,3.0,2448,NA,condo,townhomes,Arlington,6708E Lee Hwy Unit E,22205,38.88889,-77.15935,East Falls Church,https://www.realtor.com/realestateandhomes-detail/6708E-Lee-Hwy-E_Arlington_VA_22205_M92154-62728,https://ap.rdcpix.com/ae441116403674b8e55aacc36e022936l-m819927342x.jpg
Natalie Salinas Hill,"Condo 1, Inc.",M5002719013,2919621568,410000,NA,1,1,1.0,765,NA,condo,condos,Arlington,1530 Key Blvd Apt 207,22209,38.895791,-77.076254,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1530-Key-Blvd-Apt-207_Arlington_VA_22209_M50027-19013,https://ap.rdcpix.com/f609bd1c1a38522e9cc0da9e647fd67al-m732465755x.jpg
Susan Joy,Long & Foster Arlington,M9786439952,2919612497,1050000,NA,NA,0,,NA,22094,land,NA,Arlington,N Nelson St,22207,38.90651012,-77.09814974,North Arlington,https://www.realtor.com/realestateandhomes-detail/N-Nelson-St_Arlington_VA_22207_M97864-39952,https://ap.rdcpix.com/ae370b1af7194268458232cae8396ebbl-m4216891738x.jpg
Ray Gernhart,Re/Max Executives,M9482184885,2919608504,1500000,NA,NA,0,0.0,6425,8408,multi_family,NA,Arlington,2516 1st Rd S,22204,38.87191,-77.086437,Penrose,https://www.realtor.com/realestateandhomes-detail/2516-1st-Rd-S_Arlington_VA_22204_M94821-84885,https://ap.rdcpix.com/079ba07a7639302912bee637b1233aa8l-m1001886533x.jpg
Susan Joy,Long & Foster Arlington,M5209885615,2919609455,1685000,1,6,7,6.0,7004,37989,single_family,NA,Arlington,2747 N Nelson St,22207,38.906609,-77.097569,North Arlington,https://www.realtor.com/realestateandhomes-detail/2747-N-Nelson-St_Arlington_VA_22207_M52098-85615,https://ap.rdcpix.com/edf53fc92d06cefcc74e4126ef245b28l-m299049086x.jpg
Gary Dopslaff,WashingtonFineProperties,M5993117349,2919556409,1675000,1,2,3,2.0,1814,NA,condo,condos,Arlington,1881 N Nash St Unit 1210,22209,38.89681627,-77.07291207,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-1210_Arlington_VA_22209_M59931-17349,https://ap.rdcpix.com/93c0c53dfa92ebfcdb3a856be85d945el-m525634156x.jpg
Brian Macmahon,Redfin Corporation,M5346425368,2919545436,649900,1,2,3,2.0,1606,NA,condo,condos,Arlington,1101 S Arlington Ridge Rd Apt 406,22202,38.863948,-77.065585,Pentagon City,https://www.realtor.com/realestateandhomes-detail/1101-S-Arlington-Ridge-Rd-Apt-406_Arlington_VA_22202_M53464-25368,https://ap.rdcpix.com/24733a00eba8c055dbd70a29a8c40a17l-m3554096785x.jpg
Keri Shull,Optime Realty,M6626289557,2919545300,2150000,1,6,7,6.0,5267,9414,single_family,NA,Arlington,608 N Vermont St,22203,38.876836,-77.114219,Bluemont,https://www.realtor.com/realestateandhomes-detail/608-N-Vermont-St_Arlington_VA_22203_M66262-89557,https://ap.rdcpix.com/50ebee01662e7a6ce280d0ffcf79b5a1l-m2058195489x.jpg
Chrissy O Donnell,RE/MAX West End,M5994412088,2919545279,574900,1,2,3,2.0,1000,NA,condo,townhomes,Arlington,1223 N Quinn St,22209,38.88844,-77.077739,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1223-N-Quinn-St_Arlington_VA_22209_M59944-12088,https://ap.rdcpix.com/bf234fb04e6b8fd3d75a6c9a56c7f231l-m2468227872x.jpg
RUSSELL ARKIN HOMESELLING TEAM,Keller Williams Realty,M6916703750,2919535600,1979999,1,4,5,5.0,5275,8209,single_family,NA,Arlington,2370 N Taylor St,22207,38.9026,-77.115045,Donaldson Run,https://www.realtor.com/realestateandhomes-detail/2370-N-Taylor-St_Arlington_VA_22207_M69167-03750,https://ap.rdcpix.com/987bdf57281a38590cc129c7bcb0b1ebl-m2848300563x.jpg
Keri Shull,Optime Realty,M5250171657,2919499431,439000,NA,1,1,1.0,702,NA,condo,condos,Arlington,3600 S Glebe Rd Unit 425W,22202,38.841558,-77.051121,Crystal City,https://www.realtor.com/realestateandhomes-detail/3600-S-Glebe-Rd-Unit-425_Arlington_VA_22202_M52501-71657,https://ap.rdcpix.com/27aa216cfdb8bbb5225528a4fd3ccfebl-m3165472995x.jpg
Raya Fridental,Redfin Corporation,M5361499916,2919491719,365000,NA,1,1,1.0,850,NA,condo,condos,Arlington,4225 N Henderson Rd Apt 4,22203,38.875058,-77.109934,Buckingham,https://www.realtor.com/realestateandhomes-detail/4225-N-Henderson-Rd-Apt-4_Arlington_VA_22203_M53614-99916,https://ap.rdcpix.com/fa9a8c4b6b462bae26d9cfff61cf59dcl-m2139211738x.jpg
Patricia Darneille,CENTURY 21 New Millennium,M6636617298,2919481947,585000,NA,2,2,2.0,1530,NA,condo,condos,Arlington,1200 N Nash St Apt 246,22209,38.889039,-77.07382,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1200-N-Nash-St-Apt-246_Arlington_VA_22209_M66366-17298,https://ap.rdcpix.com/aec01e38ce73257d78103e837587a012l-m746576155x.jpg
Brad Kiger,Keller Williams Realty,M5736159107,2919473660,759900,NA,3,3,3.0,1430,NA,condo,condos,Arlington,1320 N Wayne St Apt 406,22201,38.888667,-77.086541,North Arlington,https://www.realtor.com/realestateandhomes-detail/1320-N-Wayne-St-Apt-406_Arlington_VA_22201_M57361-59107,https://ap.rdcpix.com/13b4f5e52edc6c0d909ae854683a1d4al-m3891223217x.jpg
